,sex,age,address,famsize,Pstatus,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,health,absences,pjob_at_home,pjob_health,pjob_other,pjob_services,pjob_teacher,passed
229,0,17,0,0,1,2,1,0,2,3,0,0,0,0,1,1,1,1,3,2,3,3,10,0,0,1,0,0,1
230,0,17,0,1,0,4,3,1,1,2,0,0,0,0,1,1,1,1,3,2,3,3,14,0,0,1,0,0,1
231,1,17,1,0,0,2,2,1,2,2,0,0,1,1,1,1,1,1,4,5,2,1,4,0,0,1,0,0,1
232,1,17,0,0,0,4,4,0,1,2,0,1,1,0,1,1,1,1,4,5,5,2,14,0,0,0,0,1,0
233,1,16,0,0,0,4,4,1,1,2,0,0,1,1,1,1,1,1,4,2,4,1,2,0,0,1,0,0,1
234,1,16,0,1,0,1,1,0,2,2,0,0,1,1,0,1,1,1,3,4,2,5,18,0,0,1,0,0,0
235,1,16,0,0,0,3,2,0,2,3,0,0,0,0,1,1,1,1,5,3,3,2,10,1,0,0,0,0,1
236,1,17,0,1,0,2,2,1,1,2,0,0,0,1,1,0,1,1,4,4,2,4,4,0,0,1,0,0,1
237,0,16,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,1,4,5,2,5,20,0,0,1,0,0,1
238,0,17,1,0,0,2,1,0,3,2,0,0,0,0,1,1,1,0,2,1,1,3,2,1,0,0,0,0,1
239,1,18,0,0,0,2,2,1,1,2,1,0,0,0,0,1,0,1,5,5,4,2,0,0,0,0,1,0,0
240,1,17,0,1,0,4,3,0,2,2,0,0,0,0,1,1,1,1,2,5,5,5,14,0,1,0,0,0,1
241,1,17,1,1,1,4,4,0,2,2,0,0,1,1,0,1,1,1,3,3,3,4,2,0,0,0,0,1,1
242,1,16,0,1,0,4,3,0,1,1,0,0,0,0,1,0,1,1,5,4,5,3,0,0,0,0,0,1,0
243,1,16,0,0,0,4,4,0,1,1,0,0,0,0,1,1,1,1,5,3,2,5,0,0,0,0,1,0,1
244,0,18,0,0,0,2,1,2,2,3,0,0,1,1,0,0,1,1,4,4,4,3,0,0,0,1,0,0,0
245,1,16,0,0,0,2,1,0,3,1,0,0,0,0,0,1,1,1,4,3,3,4,6,0,0,1,0,0,1
246,1,17,0,0,0,2,3,1,2,1,0,0,0,0,0,1,1,1,5,2,2,2,4,0,0,1,0,0,1
247,1,22,0,0,0,3,1,0,1,1,3,0,0,0,0,0,0,1,5,4,5,1,16,0,0,0,1,0,0
248,1,18,1,1,0,3,3,0,1,2,1,0,1,0,0,1,1,1,4,3,3,5,8,0,0,1,0,0,0
249,1,16,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,1,4,3,2,5,0,0,0,1,0,0,1
250,1,18,0,0,0,3,2,0,2,1,1,0,0,0,0,1,0,1,4,4,5,5,0,0,0,0,1,0,0
251,1,16,0,0,0,3,3,2,3,2,0,1,1,0,0,0,1,1,5,3,3,2,6,0,0,1,0,0,1
252,1,18,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,1,3,2,5,5,4,0,0,0,1,0,0
253,1,16,1,0,0,2,1,0,2,1,0,0,0,0,1,0,1,0,3,3,2,3,0,0,0,1,0,0,0
254,1,17,1,0,0,2,1,0,1,1,0,0,0,0,0,0,1,1,4,4,2,5,0,0,0,1,0,0,1
255,1,17,0,1,0,1,1,0,2,1,1,0,1,0,1,1,1,1,4,4,4,5,2,0,1,0,0,0,0
256,0,17,0,1,0,4,2,0,1,4,0,0,1,1,1,1,1,1,4,2,3,4,6,0,0,0,0,1,1
257,1,19,0,1,1,4,3,0,1,2,0,0,1,0,0,1,1,1,4,3,1,1,12,0,0,0,1,0,1
258,1,18,0,0,0,2,1,0,1,2,0,0,0,0,1,1,1,1,5,2,4,4,8,0,0,1,0,0,1
259,0,17,0,1,0,2,2,1,1,4,0,0,0,1,1,1,1,1,3,4,1,2,0,0,0,0,1,0,0
260,0,18,0,0,0,4,3,1,1,2,0,0,1,1,0,1,1,1,3,1,2,2,21,0,0,1,0,0,1
261,1,18,0,0,0,4,3,0,1,2,0,0,1,1,0,0,1,1,4,3,2,3,2,0,0,0,0,1,0
262,1,18,1,0,0,3,2,0,1,3,0,0,0,0,1,0,1,0,5,3,2,3,1,0,0,1,0,0,1
263,0,17,0,0,0,3,3,0,1,3,0,0,0,0,1,0,1,0,3,2,3,4,4,0,0,1,0,0,0
264,0,18,0,0,0,2,2,0,1,3,0,0,1,1,1,1,1,1,4,3,3,3,0,1,0,0,0,0,0
265,1,18,1,1,1,3,4,0,2,2,0,0,1,1,1,1,1,1,4,2,5,1,13,0,0,1,0,0,1
266,1,17,0,0,0,3,1,0,1,2,0,0,0,1,1,1,1,1,5,4,4,5,2,0,0,0,1,0,1
267,0,18,1,0,0,4,4,0,2,2,0,0,0,1,1,1,1,1,4,3,4,4,8,0,0,0,0,1,1
268,1,18,0,0,0,4,2,1,1,2,0,0,1,1,1,1,1,1,5,4,5,5,10,0,0,1,0,0,1
269,0,18,1,0,0,2,1,0,2,2,0,0,1,0,0,1,0,1,4,3,5,3,0,0,0,1,0,0,0
270,0,19,0,0,0,3,3,2,1,2,2,0,1,1,1,1,1,1,4,3,5,5,15,0,0,0,1,0,0
271,0,18,0,0,0,2,3,1,1,4,0,0,1,1,1,1,1,1,4,5,5,2,4,0,0,0,1,0,1
272,0,18,0,1,0,1,1,0,2,2,0,0,1,1,0,0,1,0,4,4,3,3,2,0,0,1,0,0,1
273,1,17,1,0,0,1,2,0,1,2,0,0,1,1,1,0,1,0,3,5,2,1,2,1,0,0,0,0,1
274,0,17,0,0,0,2,4,0,2,2,0,0,1,1,0,1,1,1,4,3,3,1,2,1,0,0,0,0,1
275,0,17,0,1,0,2,2,0,2,2,0,1,1,1,0,1,1,1,4,4,4,5,6,0,0,0,1,0,1
276,0,18,1,0,1,3,2,0,2,2,0,0,0,0,0,0,0,1,4,1,1,5,75,0,0,1,0,0,0
277,1,18,0,0,0,4,4,0,2,1,0,0,0,1,1,1,1,1,3,2,4,3,22,0,0,0,0,1,0
278,0,18,0,0,0,4,4,1,1,2,1,1,1,0,1,1,1,1,2,4,4,4,15,0,1,0,0,0,0
279,1,18,0,1,0,4,3,0,2,1,0,0,0,1,1,1,1,1,4,2,3,1,8,0,0,0,0,1,1
280,1,17,0,1,1,4,1,0,2,1,0,0,0,1,1,1,1,1,4,5,4,5,30,0,0,0,1,0,0
281,1,17,0,1,1,3,2,0,1,1,1,0,0,0,0,1,1,1,4,4,4,3,19,0,0,0,0,1,1
282,0,18,1,1,0,1,1,0,2,4,0,0,1,1,1,1,1,0,5,2,2,3,1,1,0,0,0,0,1
283,0,18,0,0,0,1,1,0,2,2,0,1,0,0,1,1,1,1,5,4,4,4,4,0,0,1,0,0,1
284,0,17,0,0,0,2,2,0,1,2,0,0,1,0,0,0,1,1,5,4,5,5,4,0,0,1,0,0,1
285,1,17,0,0,0,1,1,1,1,2,0,0,0,1,0,0,1,1,4,3,3,4,2,0,0,1,0,0,1
286,0,18,0,0,0,2,2,0,1,3,0,0,1,1,0,1,1,1,4,3,3,2,5,1,0,0,0,0,1
287,0,17,0,0,0,1,1,0,1,3,0,0,1,1,0,1,1,1,4,3,3,3,6,0,0,0,1,0,1
288,1,18,0,0,0,2,1,0,1,3,0,0,0,1,1,1,1,1,4,2,4,2,6,0,0,0,1,0,1
289,1,18,0,1,1,4,4,0,1,2,0,0,1,1,1,1,1,1,5,4,3,2,9,0,0,0,0,1,1
290,1,18,0,0,0,4,2,0,1,2,0,0,1,1,1,1,1,1,4,3,2,5,11,0,0,0,0,1,1
291,0,17,0,0,0,4,3,0,1,3,0,0,1,1,0,1,1,1,4,2,2,3,0,0,1,0,0,0,1
292,0,18,0,1,0,2,1,0,1,2,1,0,0,0,0,1,1,1,5,4,3,5,12,0,0,0,1,0,1
293,0,17,1,1,0,3,1,0,2,4,0,0,1,1,0,1,1,0,3,1,2,3,6,0,0,0,1,0,1
294,1,18,1,1,0,3,2,0,2,3,0,0,1,1,1,1,1,1,5,4,2,4,8,0,0,0,1,0,1
295,1,17,0,0,0,3,3,0,1,1,0,0,1,1,0,1,1,1,4,4,3,5,4,0,1,0,0,0,1
296,0,19,0,0,0,4,4,2,2,2,0,0,1,1,1,1,1,1,2,3,4,2,0,0,0,1,0,0,0
297,0,18,0,1,0,4,3,2,2,2,0,0,1,1,0,1,1,1,4,4,5,2,10,0,0,1,0,0,0
298,0,18,0,0,0,4,3,1,1,4,0,0,1,1,0,1,1,1,4,3,3,3,0,0,0,1,0,0,1
299,1,18,0,1,0,4,4,0,1,1,0,0,1,1,0,1,1,1,1,4,2,1,5,0,0,0,0,1,1
300,0,18,0,1,1,4,4,0,1,2,0,0,1,0,0,1,1,1,4,2,4,4,14,0,1,0,0,0,1
301,1,17,0,1,0,4,4,1,2,1,0,0,0,1,0,1,1,1,4,1,1,5,0,0,0,0,0,1,1
302,0,17,0,0,0,4,2,0,2,3,0,0,1,1,0,1,1,1,4,3,3,3,0,0,0,1,0,0,1
303,0,17,0,0,0,3,2,1,1,4,0,0,1,1,1,0,1,1,5,2,2,5,0,0,1,0,0,0,1
304,1,19,0,0,0,3,3,2,1,2,1,0,1,0,1,1,1,1,4,4,4,3,20,0,0,1,0,0,1
305,0,18,0,0,0,2,4,2,1,2,1,0,1,1,1,1,1,1,4,4,3,3,8,1,0,0,0,0,1
306,1,20,0,0,1,3,2,2,1,1,0,0,0,0,1,1,1,0,5,5,3,5,0,0,0,1,0,0,1
307,1,19,0,0,0,4,4,2,2,1,1,0,1,1,0,1,1,1,4,3,4,4,38,0,0,0,1,0,0
308,1,19,1,0,0,3,3,1,1,2,1,0,0,0,1,1,1,0,4,5,3,5,0,0,0,0,1,0,1
309,0,19,0,1,0,1,1,2,1,2,1,1,1,0,1,0,1,1,4,4,3,3,18,0,0,1,0,0,1
310,0,19,0,1,0,1,2,2,1,2,1,0,0,0,1,0,1,0,4,2,4,3,0,0,0,0,1,0,0
311,0,19,0,0,0,2,1,2,3,2,0,0,1,0,0,1,0,1,3,4,1,2,20,0,0,1,0,0,1
312,1,19,0,0,0,1,2,2,1,2,1,0,0,0,0,0,1,1,4,5,2,4,3,0,0,0,1,0,1
313,0,19,0,1,0,3,2,2,2,2,1,0,1,1,0,0,1,1,4,2,2,1,22,0,0,1,0,0,1
314,0,19,0,0,0,1,1,2,1,3,2,0,0,0,0,0,1,1,4,1,2,3,14,0,1,0,0,0,1
315,0,19,1,0,0,2,3,2,1,3,1,0,0,0,0,1,1,1,4,1,2,3,40,0,0,1,0,0,1
316,0,18,0,0,0,2,1,0,2,2,0,0,1,1,1,1,1,1,5,3,3,1,0,0,0,0,1,0,0
317,0,18,0,0,0,4,3,0,1,3,0,0,1,1,1,1,1,1,4,3,4,5,9,0,0,1,0,0,0
318,0,17,1,0,0,3,4,1,1,3,0,0,1,1,1,0,1,1,4,3,4,5,0,0,0,0,1,0,1
319,0,18,0,0,0,4,4,0,1,2,0,0,1,1,0,1,1,1,4,4,4,5,2,0,0,0,0,1,1
320,0,17,0,0,1,4,3,0,1,2,0,0,1,1,0,1,1,1,5,2,2,5,23,0,0,0,1,0,1
321,0,17,0,0,0,2,2,0,1,2,0,0,1,0,0,1,1,0,4,2,2,3,12,0,0,1,0,0,0
322,0,17,1,1,0,2,2,0,1,3,0,0,1,1,1,1,1,1,3,3,2,3,3,0,0,0,1,0,1
323,0,17,0,0,0,3,1,1,1,3,0,0,1,0,0,0,1,1,3,4,3,5,1,0,0,0,1,0,1
324,0,17,0,1,0,0,2,1,2,3,0,0,0,0,0,1,1,1,3,3,3,2,0,1,0,0,0,0,1
325,1,18,0,0,0,4,4,0,1,3,0,0,0,0,1,1,1,1,4,3,3,3,3,0,0,1,0,0,1
326,1,17,0,0,0,3,3,0,1,1,0,0,0,0,1,0,1,1,4,3,5,5,3,0,0,1,0,0,1
327,1,17,1,0,0,2,2,0,4,1,0,0,1,0,0,1,1,1,4,4,5,4,8,0,0,0,1,0,1
328,0,17,0,0,0,4,4,0,1,3,0,0,1,1,1,1,1,1,5,4,4,4,7,0,0,0,0,1,0
329,0,17,0,0,0,4,4,0,2,3,0,0,1,1,0,0,1,1,4,3,3,4,4,0,0,0,0,1,1
330,1,18,0,1,0,2,2,0,1,4,0,0,1,0,1,1,1,1,4,5,5,5,2,0,0,1,0,0,0
331,0,17,1,0,0,2,4,1,1,3,0,0,1,0,0,1,1,1,4,4,3,5,7,0,0,1,0,0,1
332,0,18,0,0,0,3,3,0,1,2,0,0,0,0,1,1,1,1,5,3,4,4,0,0,0,0,1,0,0
333,0,18,0,1,0,2,2,2,1,2,0,0,0,0,1,0,1,1,4,3,3,2,0,0,0,1,0,0,0
334,0,18,1,0,0,2,2,0,2,4,0,0,0,0,1,1,1,0,4,4,4,4,0,1,0,0,0,0,0
335,0,17,0,0,0,3,4,0,1,3,0,0,0,0,0,1,1,1,4,4,5,5,16,0,0,0,1,0,1
336,0,19,1,0,1,3,1,2,1,3,1,0,0,1,0,1,1,0,5,4,3,5,12,1,0,0,0,0,1
337,0,17,0,0,0,3,2,0,1,2,0,0,1,1,0,1,1,1,4,3,2,2,0,0,0,1,0,0,0
338,0,18,0,1,0,3,3,0,1,4,0,0,1,0,0,1,1,1,5,3,3,1,7,0,0,0,1,0,1
339,0,17,1,0,1,3,2,0,1,2,0,0,1,1,0,1,1,1,4,3,3,2,4,0,0,1,0,0,1
340,0,19,0,0,0,2,1,2,1,3,1,0,0,1,1,1,1,1,4,3,4,3,4,0,0,0,1,0,1
341,1,18,0,0,0,4,4,1,1,2,1,0,1,0,1,1,1,1,4,3,3,2,0,0,0,0,1,0,0
342,1,18,0,1,0,3,4,0,1,2,0,0,0,0,1,1,1,1,4,3,3,5,11,0,0,0,1,0,1
343,0,17,0,0,1,2,2,1,1,2,1,0,1,0,0,1,1,1,3,3,1,4,0,1,0,0,0,0,0
344,0,18,0,0,0,2,3,0,1,3,0,0,1,0,0,1,1,1,4,3,3,3,4,1,0,0,0,0,1
345,0,18,0,0,0,3,2,0,1,3,0,0,0,0,0,1,1,1,5,4,3,1,7,0,0,1,0,0,1
346,1,18,1,0,0,4,3,0,1,3,0,0,0,0,0,1,1,1,5,3,2,4,9,0,0,0,0,1,1
347,1,18,0,0,0,4,3,0,1,3,0,0,1,1,0,1,1,1,5,4,5,5,0,0,0,0,0,1,0
348,0,17,0,0,0,4,3,0,1,3,0,0,1,1,1,1,1,1,4,4,3,4,0,0,1,0,0,0,1
349,1,18,1,0,0,3,2,0,2,1,1,0,1,0,0,0,1,1,2,5,5,5,10,0,0,1,0,0,1
350,1,19,1,0,0,1,1,2,3,2,3,0,0,0,0,1,1,1,5,4,4,2,8,0,0,0,1,0,0
351,1,17,0,0,0,3,3,0,2,2,0,0,1,1,0,1,1,1,4,5,4,3,2,0,1,0,0,0,1
352,1,18,0,1,0,1,3,0,1,1,1,0,0,0,0,1,0,1,4,3,3,3,7,1,0,0,0,0,0
353,1,19,1,0,0,1,1,2,3,1,1,0,1,0,0,1,1,1,4,4,4,5,4,0,0,1,0,0,0
354,1,17,1,0,0,4,3,0,2,2,0,0,1,1,1,0,1,1,4,5,5,2,4,0,0,0,1,0,1
355,0,18,0,0,0,3,3,1,1,2,0,0,1,0,0,1,1,0,5,3,4,5,0,0,0,0,1,0,0
356,0,17,1,0,0,4,4,1,2,2,0,0,1,1,1,1,1,1,4,3,3,5,4,0,0,0,1,0,1
357,0,17,0,1,1,3,2,0,2,2,0,0,0,0,0,1,1,0,1,2,3,5,2,0,0,0,1,0,1
358,1,18,0,1,0,1,1,1,2,1,0,0,0,0,0,0,1,1,3,3,2,3,4,0,0,0,1,0,1
359,0,18,0,1,0,1,1,1,2,3,0,0,0,0,0,1,1,1,5,3,2,4,0,0,0,0,1,0,1
360,0,18,1,1,1,1,4,0,3,2,0,0,0,0,0,1,1,0,4,3,4,5,0,1,0,0,0,0,1
361,1,18,1,1,0,1,1,0,2,2,1,0,0,0,1,0,0,0,4,4,3,5,2,1,0,0,0,0,1
362,0,18,0,0,0,3,3,0,2,2,0,0,1,0,0,1,1,1,4,3,2,3,0,0,0,0,1,0,1
363,0,17,0,1,0,4,4,0,1,2,0,0,1,1,1,1,1,1,2,3,4,1,0,1,0,0,0,0,1
364,0,17,1,0,0,1,2,1,2,2,0,0,0,0,0,0,1,0,3,2,2,3,0,0,0,0,1,0,1
365,1,18,1,0,0,1,3,0,2,2,0,0,1,1,0,1,1,0,3,3,4,3,4,1,0,0,0,0,1
366,1,18,0,1,0,4,4,0,2,3,0,0,0,1,0,1,1,1,4,2,2,5,0,0,0,0,0,1,1
367,0,17,1,0,0,1,1,0,3,1,1,0,1,1,0,1,1,1,5,2,1,1,0,0,0,1,0,0,0
368,0,18,0,0,0,2,3,1,2,1,0,0,1,1,0,1,1,1,5,2,3,4,0,0,0,0,1,0,1
369,0,18,1,0,0,4,4,1,3,2,0,0,1,1,0,0,1,1,3,2,2,5,10,0,0,0,0,1,1
370,0,19,0,1,0,3,2,2,2,2,2,0,0,0,1,1,1,0,3,2,2,3,4,0,0,0,1,0,0
371,1,18,1,1,0,1,2,1,3,1,0,0,1,1,1,1,0,1,4,3,3,3,3,0,0,0,1,0,1
372,0,17,0,0,0,2,2,0,1,3,0,0,0,0,1,1,1,0,3,4,3,3,8,0,0,1,0,0,1
373,0,17,1,0,0,1,2,0,1,1,0,0,0,0,1,1,1,1,3,5,5,1,14,0,0,1,0,0,0
374,0,18,1,1,0,4,4,0,2,3,0,0,0,0,0,1,1,1,5,4,4,1,0,0,0,1,0,0,1
375,0,18,1,0,0,1,1,0,4,3,0,0,0,0,0,1,1,1,4,3,2,4,2,0,0,1,0,0,1
376,0,20,0,0,0,4,2,2,2,3,2,0,1,1,0,0,1,1,5,4,3,3,4,0,0,1,0,0,1
377,0,18,1,1,0,4,4,0,1,2,0,0,0,1,1,1,1,1,5,4,3,2,4,0,0,0,0,1,1
378,0,18,0,0,0,3,3,0,1,2,0,0,0,1,0,1,1,1,4,1,3,1,0,0,0,1,0,0,1
379,0,17,1,0,0,3,1,0,1,2,0,0,1,1,1,0,1,1,4,5,4,1,17,1,0,0,0,0,1
380,1,18,0,0,0,4,4,1,1,2,0,0,0,1,1,0,1,1,3,2,4,2,4,0,0,0,0,1,1
381,1,18,1,0,0,2,1,0,2,1,0,0,0,0,1,0,1,1,4,4,3,5,5,0,0,1,0,0,0
382,1,17,0,0,0,2,3,1,2,2,0,0,0,0,1,1,1,1,4,4,3,3,2,0,0,0,1,0,1
383,1,19,1,0,0,1,1,0,2,1,1,0,0,0,0,1,1,0,4,3,2,5,0,0,0,1,0,0,0
384,1,18,1,0,0,4,2,1,2,1,1,0,0,1,0,1,1,0,5,4,3,3,14,0,0,1,0,0,0
385,0,18,1,0,0,2,2,0,2,3,0,0,0,1,0,1,1,0,5,3,3,4,2,1,0,0,0,0,1
386,0,18,1,0,0,4,4,0,3,1,0,0,1,1,1,1,1,1,4,4,3,5,7,0,0,0,0,1,0
387,0,19,1,0,0,2,3,0,1,3,1,0,0,0,1,0,1,1,5,4,2,5,0,0,0,0,1,0,0
388,0,18,0,1,0,3,1,0,1,2,0,0,1,1,0,1,1,1,4,3,4,1,0,0,0,0,0,1,0
389,0,18,0,0,0,1,1,0,2,2,1,0,0,0,1,1,1,0,1,1,1,5,0,0,0,1,0,0,0
390,1,20,0,1,1,2,2,2,1,2,2,0,1,1,0,1,1,0,5,5,4,4,11,0,0,0,1,0,0
391,1,17,0,1,0,3,1,0,2,1,0,0,0,0,0,0,1,1,2,4,5,2,3,0,0,0,1,0,1
392,1,21,1,0,0,1,1,2,1,1,3,0,0,0,0,0,1,0,5,5,3,3,3,0,0,1,0,0,0
393,1,18,1,1,0,3,2,0,3,1,0,0,0,0,0,0,1,1,4,4,1,5,0,0,0,0,1,0,1
394,1,19,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,3,2,3,5,5,1,0,0,0,0,0
